"fips","MSA","year","population"
"F-48491","AUSTIN, TX",2000,249967
"F-48491","AUSTIN, TX",2010,422679
"F-48493","SAN ANTONIO, TX",2010,42918
"F-48493","SAN ANTONIO, TX",2000,32408
"F-48495","RURAL",2000,7173
"F-48495","RURAL",2010,7110
"F-48497","RURAL",2000,48793
"F-48497","RURAL",2010,59127
"F-48499","RURAL",2010,41964
"F-48499","RURAL",2000,36752
"F-48501","RURAL",2010,7879
"F-48501","RURAL",2000,7322
"F-48503","RURAL",2000,17943
"F-48503","RURAL",2010,18550
"F-48505","RURAL",2010,14018
"F-48505","RURAL",2000,12182
"F-48507","RURAL",2010,11677
"F-48507","RURAL",2000,11600
"F-49001",NA,2000,6005
"F-49001",NA,2010,6629
"F-49003","RURAL",2000,42745
"F-49003","RURAL",2010,49975
"F-49005","RURAL",2000,91391
"F-49005","RURAL",2010,112656
"F-49007","RURAL",2000,20422
"F-49007","RURAL",2010,21403
"F-49009","RURAL",2010,1059
"F-49009","RURAL",2000,921
"F-49011","SALT LAKE CTY, UT",2000,238994
"F-49011","SALT LAKE CTY, UT",2010,306479
"F-49013","RURAL",2000,14371
"F-49013","RURAL",2010,18607
"F-49015","RURAL",2000,10860
"F-49015","RURAL",2010,10976
"F-49017","RURAL",2000,4735
"F-49017","RURAL",2010,5172
"F-49019","RURAL",2010,9225
"F-49019","RURAL",2000,8485
"F-49021","RURAL",2000,33779
"F-49021","RURAL",2010,46163
"F-49023","RURAL",2010,10246
"F-49023","RURAL",2000,8238
"F-49025","FLAGSTAFF, AZ",2000,6046
"F-49025","FLAGSTAFF, AZ",2010,7125
"F-49027","RURAL",2000,12405
"F-49027","RURAL",2010,12503
"F-49029","RURAL",2000,7129
"F-49029","RURAL",2010,9469
"F-49031","RURAL",2010,1556
"F-49031","RURAL",2000,1435
"F-49033","RURAL",2010,2264
"F-49033","RURAL",2000,1961
"F-49035","SALT LAKE CTY, UT",2010,1029655
"F-49035","SALT LAKE CTY, UT",2000,898387
"F-49037","RURAL",2000,14413
"F-49037","RURAL",2010,14746
"F-49039","RURAL",2010,27822
"F-49039","RURAL",2000,22763
"F-49041","RURAL",2010,20802
"F-49041","RURAL",2000,18842
"F-49043","RURAL",2000,29736
"F-49043","RURAL",2010,36324
"F-49045","RURAL",2000,40735
"F-49045","RURAL",2010,58218
"F-49047","RURAL",2010,32588
"F-49047","RURAL",2000,25224
"F-49049","PROVO, UT",2010,516564
"F-49049","PROVO, UT",2000,368536
"F-49051","RURAL",2010,23530
"F-49051","RURAL",2000,15215
"F-49053","RURAL",2010,138115
"F-49053","RURAL",2000,90354
"F-49055","RURAL",2000,2509
"F-49055","RURAL",2010,2778
"F-49057","SALT LAKE CTY, UT",2010,231236
"F-49057","SALT LAKE CTY, UT",2000,196533
"F-50001","RURAL",2000,35974
"F-50001","RURAL",2010,36821
"F-50003","RURAL",2010,37125
"F-50003","RURAL",2000,36994
"F-50005","RURAL",2000,29702
"F-50005","RURAL",2010,31227
"F-50007","BURLINGTON, VT",2010,156545
"F-50007","BURLINGTON, VT",2000,146571
"F-50009","RURAL",2000,6459
"F-50009","RURAL",2010,6306
"F-50011","BURLINGTON, VT",2010,47746
"F-50011","BURLINGTON, VT",2000,45417
"F-50013","BURLINGTON, VT",2010,6970
"F-50013","BURLINGTON, VT",2000,6901
"F-50015","RURAL",2000,23233
"F-50015","RURAL",2010,24475
"F-50017","RURAL",2000,28226
"F-50017","RURAL",2010,28936
"F-50019","RURAL",2010,27231
"F-50019","RURAL",2000,26277
"F-50021","RURAL",2010,61642
"F-50021","RURAL",2000,63400
"F-50023","RURAL",2010,59534
"F-50023","RURAL",2000,58039
"F-50025","RURAL",2000,44216
"F-50025","RURAL",2010,44513
"F-50027","RURAL",2010,56670
"F-50027","RURAL",2000,57418
"F-51001","RURAL",2000,38305
"F-51001","RURAL",2010,33164
"F-51003","CHARLOTTESVLE, VA",2010,98970
"F-51003","CHARLOTTESVLE, VA",2000,79236
"F-51005","RURAL",2010,16250
"F-51005","RURAL",2000,12926
"F-51007","RURAL",2010,12690
"F-51007","RURAL",2000,11400
"F-51009","LYNCHBURG, VA",2010,32353
"F-51009","LYNCHBURG, VA",2000,31894
"F-51011","RURAL",2010,14973
"F-51011","RURAL",2000,13705
"F-51013","WASHINGTON, DC",2000,189453
"F-51013","WASHINGTON, DC",2010,207627
"F-51015","RURAL",2000,65615
"F-51015","RURAL",2010,73750
"F-51017","RURAL",2000,5048
"F-51017","RURAL",2010,4731
"F-51019","LYNCHBURG, VA",2010,68676
"F-51019","LYNCHBURG, VA",2000,60371
"F-51021","RURAL",2010,6824
"F-51021","RURAL",2000,6871
"F-51023","ROANOKE, VA",2010,33148
"F-51023","ROANOKE, VA",2000,30496
"F-51025","RURAL",2010,17434
"F-51025","RURAL",2000,18419
"F-51027","RURAL",2010,24098
"F-51027","RURAL",2000,26978
"F-51029","RURAL",2000,15623
"F-51029","RURAL",2010,17146
"F-51031","LYNCHBURG, VA",2000,51078
"F-51031","LYNCHBURG, VA",2010,54842
"F-51033","RURAL",2010,28545
"F-51033","RURAL",2000,22121
"F-51035","RURAL",2010,30042
"F-51035","RURAL",2000,29245
"F-51036","RICHMOND, VA",2010,7256
"F-51036","RICHMOND, VA",2000,6926
"F-51037","RURAL",2010,12586
"F-51037","RURAL",2000,12472
"F-51041","RICHMOND, VA",2010,316236
"F-51041","RICHMOND, VA",2000,259903
"F-51043","WASHINGTON, DC",2010,14034
"F-51043","WASHINGTON, DC",2000,12652
"F-51045","RURAL",2000,5091
"F-51045","RURAL",2010,5190
"F-51047","WASHINGTON, DC",2010,46689
"F-51047","WASHINGTON, DC",2000,34262
"F-51049","RURAL",2010,10052
"F-51049","RURAL",2000,9017
"F-51051","RURAL",2000,16395
"F-51051","RURAL",2010,15903
"F-51053","RICHMOND, VA",2000,24533
"F-51053","RICHMOND, VA",2010,28001
"F-51057","RURAL",2000,9989
"F-51057","RURAL",2010,11151
"F-51059","WASHINGTON, DC",2000,969749
"F-51059","WASHINGTON, DC",2010,1081726
"F-51061","WASHINGTON, DC",2010,65203
"F-51061","WASHINGTON, DC",2000,55139
"F-51063","RURAL",2000,13874
"F-51063","RURAL",2010,15279
"F-51065","CHARLOTTESVLE, VA",2010,25691
"F-51065","CHARLOTTESVLE, VA",2000,20047
"F-51067","RURAL",2010,56159
"F-51067","RURAL",2000,47286
"F-51069","RURAL",2010,78305
"F-51069","RURAL",2000,59209
"F-51071","RURAL",2010,17286
"F-51071","RURAL",2000,16657
"F-51073","VIRGINIA BCH, VA",2000,34780
"F-51073","VIRGINIA BCH, VA",2010,36858
"F-51075","RICHMOND, VA",2010,21717
"F-51075","RICHMOND, VA",2000,16863
"F-51077","RURAL",2010,15533
"F-51077","RURAL",2000,17917
"F-51079","CHARLOTTESVLE, VA",2000,15244
"F-51079","CHARLOTTESVLE, VA",2010,18403
"F-51081","RURAL",2000,11560
"F-51081","RURAL",2010,12243
"F-51083","RURAL",2010,36241
"F-51083","RURAL",2000,37355
"F-51085","RICHMOND, VA",2010,99863
"F-51085","RICHMOND, VA",2000,86320
"F-51087","RICHMOND, VA",2010,306935
"F-51087","RICHMOND, VA",2000,262300
"F-51089","RURAL",2010,54151
"F-51089","RURAL",2000,57930
"F-51091","RURAL",2010,2321
"F-51091","RURAL",2000,2536
"F-51093","VIRGINIA BCH, VA",2000,29728
"F-51093","VIRGINIA BCH, VA",2010,35270
"F-51095","VIRGINIA BCH, VA",2010,67009
"F-51095","VIRGINIA BCH, VA",2000,48102
"F-51097","RURAL",2010,6945
"F-51097","RURAL",2000,6630
"F-51099","WASHINGTON, DC",2000,16803
"F-51099","WASHINGTON, DC",2010,23584
"F-51101","RURAL",2010,15935
"F-51101","RURAL",2000,13146
"F-51103","RURAL",2000,11567
"F-51103","RURAL",2010,11391
"F-51105","RURAL",2010,25587
"F-51105","RURAL",2000,23589
"F-51107","WASHINGTON, DC",2010,312311
"F-51107","WASHINGTON, DC",2000,169599
"F-51109","RURAL",2010,33153
"F-51109","RURAL",2000,25627
"F-51111","RURAL",2010,12914
"F-51111","RURAL",2000,13146
"F-51113","RURAL",2000,12520
"F-51113","RURAL",2010,13308
"F-51115","VIRGINIA BCH, VA",2010,8978
"F-51115","VIRGINIA BCH, VA",2000,9207
"F-51117","RURAL",2010,32727
"F-51117","RURAL",2000,32380
"F-51119","RURAL",2010,10959
"F-51119","RURAL",2000,9932
"F-51121","RURAL",2000,83629
"F-51121","RURAL",2010,94392
"F-51125","RURAL",2000,14445
"F-51125","RURAL",2010,15020
"F-51127","RICHMOND, VA",2000,13462
"F-51127","RICHMOND, VA",2010,18429
"F-51131","RURAL",2010,12389
"F-51131","RURAL",2000,13093
"F-51133","RURAL",2010,12330
"F-51133","RURAL",2000,12259
"F-51135","RURAL",2010,15853
"F-51135","RURAL",2000,15725
"F-51137","RURAL",2010,33481
"F-51137","RURAL",2000,25881
"F-51139","RURAL",2010,24042
"F-51139","RURAL",2000,23177
"F-51141","RURAL",2000,19407
"F-51141","RURAL",2010,18490
"F-51143","DANVILLE, VA",2000,61745
"F-51143","DANVILLE, VA",2010,63506
"F-51145","RICHMOND, VA",2010,28046
"F-51145","RICHMOND, VA",2000,22377
"F-51147","RURAL",2000,19720
"F-51147","RURAL",2010,23368
"F-51149","RICHMOND, VA",2000,33047
"F-51149","RICHMOND, VA",2010,35725
"F-51153","WASHINGTON, DC",2010,402002
"F-51153","WASHINGTON, DC",2000,280813
"F-51155","RURAL",2010,34872
"F-51155","RURAL",2000,35127
"F-51157","RURAL",2010,7373
"F-51157","RURAL",2000,6983
"F-51159","RURAL",2010,9254
"F-51159","RURAL",2000,8809
"F-51161","ROANOKE, VA",2010,92376
"F-51161","ROANOKE, VA",2000,85778
"F-51163","RURAL",2010,22307
"F-51163","RURAL",2000,20808
"F-51165","RURAL",2000,67725
"F-51165","RURAL",2010,76314
"F-51167","RURAL",2000,30308
"F-51167","RURAL",2010,28897
"F-51169","JOHNSON CITY, TN",2000,23403
"F-51169","JOHNSON CITY, TN",2010,23177
"F-51171","RURAL",2000,35075
"F-51171","RURAL",2010,41993
"F-51173","RURAL",2000,33081
"F-51173","RURAL",2010,32208
"F-51175","RURAL",2000,17482
"F-51175","RURAL",2010,18570
"F-51177","WASHINGTON, DC",2010,122397
"F-51177","WASHINGTON, DC",2000,90395
"F-51179","WASHINGTON, DC",2000,92446
"F-51179","WASHINGTON, DC",2010,128961
"F-51181","RURAL",2000,6829
"F-51181","RURAL",2010,7058
"F-51183","RURAL",2000,12504
"F-51183","RURAL",2010,12087
"F-51185","RURAL",2010,45078
"F-51185","RURAL",2000,44598
"F-51187","WASHINGTON, DC",2000,31584
"F-51187","WASHINGTON, DC",2010,37575
"F-51191","JOHNSON CITY, TN",2000,51103
"F-51191","JOHNSON CITY, TN",2010,54876
"F-51193","RURAL",2010,17454
"F-51193","RURAL",2000,16718
"F-51195","RURAL",2000,40123
"F-51195","RURAL",2010,41452
"F-51197","RURAL",2000,27599
"F-51197","RURAL",2010,29235
"F-51199","VIRGINIA BCH, VA",2000,56297
"F-51199","VIRGINIA BCH, VA",2010,65464
"F-51510","WASHINGTON, DC",2010,139966
"F-51510","WASHINGTON, DC",2000,128283
"F-51515",NA,2000,6299
"F-51515",NA,2010,6222
"F-51520","JOHNSON CITY, TN",2010,17835
"F-51520","JOHNSON CITY, TN",2000,17367
"F-51530","RURAL",2010,6650
"F-51530","RURAL",2000,6349
"F-51540","CHARLOTTESVLE, VA",2010,43475
"F-51540","CHARLOTTESVLE, VA",2000,45049
"F-51550","VIRGINIA BCH, VA",2000,199184
"F-51550","VIRGINIA BCH, VA",2010,222209
"F-51560",NA,2000,4289
"F-51570","RICHMOND, VA",2010,17411
"F-51570","RICHMOND, VA",2000,16897
"F-51580","RURAL",2010,5961
"F-51580","RURAL",2000,6303
"F-51590","DANVILLE, VA",2010,43055
"F-51590","DANVILLE, VA",2000,48411
"F-51595",NA,2000,5665
"F-51595",NA,2010,5927
"F-51600","WASHINGTON, DC",2010,22565
"F-51600","WASHINGTON, DC",2000,21498
"F-51610","WASHINGTON, DC",2000,10377
"F-51610","WASHINGTON, DC",2010,12332
"F-51620","RURAL",2000,8346
"F-51620","RURAL",2010,8582
"F-51630","WASHINGTON, DC",2010,24286
"F-51630","WASHINGTON, DC",2000,19279
"F-51640","RURAL",2010,7042
"F-51640","RURAL",2000,6837
"F-51650","VIRGINIA BCH, VA",2010,137436
"F-51650","VIRGINIA BCH, VA",2000,146437
"F-51660","RURAL",2010,48914
"F-51660","RURAL",2000,40468
"F-51670","RICHMOND, VA",2000,22354
"F-51670","RICHMOND, VA",2010,22591
"F-51678","RURAL",2010,7042
"F-51678","RURAL",2000,6867
"F-51680","LYNCHBURG, VA",2010,75568
"F-51680","LYNCHBURG, VA",2000,65269
"F-51683","WASHINGTON, DC",2010,37821
"F-51683","WASHINGTON, DC",2000,35135
"F-51685","WASHINGTON, DC",2010,14273
"F-51685","WASHINGTON, DC",2000,10290
"F-51690","RURAL",2000,15416
"F-51690","RURAL",2010,13821
"F-51700","VIRGINIA BCH, VA",2010,180719
"F-51700","VIRGINIA BCH, VA",2000,180150
"F-51710","VIRGINIA BCH, VA",2000,234403
"F-51710","VIRGINIA BCH, VA",2010,242803
"F-51720","RURAL",2000,3904
"F-51720","RURAL",2010,3958
"F-51730","RICHMOND, VA",2010,32420
"F-51730","RICHMOND, VA",2000,33740
"F-51735","VIRGINIA BCH, VA",2000,11566
"F-51735","VIRGINIA BCH, VA",2010,12150
"F-51740","VIRGINIA BCH, VA",2000,100565
"F-51740","VIRGINIA BCH, VA",2010,95535
"F-51750","RURAL",2010,16408
"F-51750","RURAL",2000,15859
"F-51760","RICHMOND, VA",2000,197790
"F-51760","RICHMOND, VA",2010,204214
"F-51770","ROANOKE, VA",2010,97032
"F-51770","ROANOKE, VA",2000,94911
"F-51775","ROANOKE, VA",2000,24747
"F-51775","ROANOKE, VA",2010,24802
"F-51790","RURAL",2000,23853
"F-51790","RURAL",2010,23746
"F-51800","VIRGINIA BCH, VA",2010,84585
"F-51800","VIRGINIA BCH, VA",2000,63677
"F-51810","VIRGINIA BCH, VA",2010,437994
"F-51810","VIRGINIA BCH, VA",2000,425257
"F-51820","RURAL",2010,21006
"F-51820","RURAL",2000,19520
"F-51830","VIRGINIA BCH, VA",2010,14068
"F-51830","VIRGINIA BCH, VA",2000,11998
"F-51840","RURAL",2010,26203
"F-51840","RURAL",2000,23585
"F-53001","RURAL",2000,16428
"F-53001","RURAL",2010,18728
"F-53003","RURAL",2000,20551
"F-53003","RURAL",2010,21623
"F-53005","RICHLAND, WA",2000,142475
"F-53005","RICHLAND, WA",2010,175177
"F-53007","RURAL",2010,72453
"F-53007","RURAL",2000,66616
"F-53009","RURAL",2000,64525
"F-53009","RURAL",2010,71404
"F-53011","PORTLAND, OR",2010,425363
"F-53011","PORTLAND, OR",2000,345238
"F-53013","RURAL",2010,4078
"F-53013","RURAL",2000,4064
"F-53015","RURAL",2000,92948
"F-53015","RURAL",2010,102410
"F-53017","RURAL",2000,32603
"F-53017","RURAL",2010,38431
"F-53019","RURAL",2010,7551
"F-53019","RURAL",2000,7260
"F-53021","RICHLAND, WA",2010,78163
"F-53021","RICHLAND, WA",2000,49347
"F-53023","RURAL",2010,2266
"F-53023","RURAL",2000,2397
"F-53025","RURAL",2000,74698
"F-53025","RURAL",2010,89120
"F-53027","RURAL",2000,67194
"F-53027","RURAL",2010,72797
"F-53029","SEATTLE, WA",2000,71558
"F-53029","SEATTLE, WA",2010,78506
"F-53031","RURAL",2010,29872
"F-53031","RURAL",2000,25953
"F-53033","SEATTLE, WA",2010,1931249
"F-53033","SEATTLE, WA",2000,1737034
"F-53035","SEATTLE, WA",2010,251133
"F-53035","SEATTLE, WA",2000,231969
"F-53037","RURAL",2010,40915
"F-53037","RURAL",2000,33362
"F-53039","RURAL",2010,20318
"F-53039","RURAL",2000,19161
"F-53041","RURAL",2010,75455
"F-53041","RURAL",2000,68600
"F-53043","RURAL",2000,10184
"F-53043","RURAL",2010,10570
"F-53045","RURAL",2010,60699
"F-53045","RURAL",2000,49405
"F-53047","RURAL",2010,41120
"F-53047","RURAL",2000,39564
"F-53049","RURAL",2010,20920
"F-53049","RURAL",2000,20984
"F-53051","RURAL",2010,13001
"F-53051","RURAL",2000,11732
"F-53053","SEATTLE, WA",2000,700820
"F-53053","SEATTLE, WA",2010,795225
"F-53055","RURAL",2000,14077
"F-53055","RURAL",2010,15769
"F-53057","RURAL",2000,102979
"F-53057","RURAL",2010,116901
"F-53059","RURAL",2000,9872
"F-53059","RURAL",2010,11066
"F-53061","SEATTLE, WA",2010,713335
"F-53061","SEATTLE, WA",2000,606024
"F-53063","SPOKANE, WA",2010,471221
"F-53063","SPOKANE, WA",2000,417939
"F-53065","RURAL",2010,43531
"F-53065","RURAL",2000,40066
"F-53067","SEATTLE, WA",2010,252264
"F-53067","SEATTLE, WA",2000,207355
"F-53069","RURAL",2000,3824
"F-53069","RURAL",2010,3978
"F-53071","RURAL",2000,55180
"F-53071","RURAL",2010,58781
"F-53073","BELLINGHAM, WA",2000,166814
"F-53073","BELLINGHAM, WA",2010,201140
"F-53075","RURAL",2000,40740
"F-53075","RURAL",2010,44776
"F-53077","YAKIMA, WA",2000,222581
"F-53077","YAKIMA, WA",2010,243231
"F-54001","RURAL",2010,16589
"F-54001","RURAL",2000,15557
"F-54003","WASHINGTON, DC",2000,75905
"F-54003","WASHINGTON, DC",2010,104169
"F-54005","RURAL",2000,25535
"F-54005","RURAL",2010,24629
"F-54007","RURAL",2010,14523
"F-54007","RURAL",2000,14702
"F-54009","STEUBENVILLE, OH",2010,24069
"F-54009","STEUBENVILLE, OH",2000,25447
"F-54011","HUNTINGTON, WV",2000,96784
"F-54011","HUNTINGTON, WV",2010,96319
"F-54013","RURAL",2000,7582
"F-54013","RURAL",2010,7627
"F-54015","RURAL",2010,9386
"F-54015","RURAL",2000,10330
"F-54017","RURAL",2000,7403
"F-54017","RURAL",2010,8202
"F-54019","RURAL",2010,46039
"F-54019","RURAL",2000,47579
"F-54021","RURAL",2010,8693
"F-54021","RURAL",2000,7160
"F-54023","RURAL",2010,11937
"F-54023","RURAL",2000,11299
"F-54025","RURAL",2010,35480
"F-54025","RURAL",2000,34453
"F-54027","RURAL",2010,23964
"F-54027","RURAL",2000,20203
"F-54029","STEUBENVILLE, OH",2010,30676
"F-54029","STEUBENVILLE, OH",2000,32667
"F-54031","RURAL",2000,12669
"F-54031","RURAL",2010,14025
"F-54033","RURAL",2010,69099
"F-54033","RURAL",2000,68652
"F-54035","RURAL",2010,29211
"F-54035","RURAL",2000,28000
"F-54037","WASHINGTON, DC",2000,42190
"F-54037","WASHINGTON, DC",2010,53498
"F-54039","CHARLESTON, WV",2010,193063
"F-54039","CHARLESTON, WV",2000,200073
"F-54041","RURAL",2010,16372
"F-54041","RURAL",2000,16919
"F-54043","RURAL",2010,21720
"F-54043","RURAL",2000,22108
"F-54045","RURAL",2010,36743
"F-54045","RURAL",2000,37710
"F-54047","RURAL",2010,22113
"F-54047","RURAL",2000,27329
"F-54049","RURAL",2010,56418
"F-54049","RURAL",2000,56598
"F-54051","WHEELING, WV",2010,33107
"F-54051","WHEELING, WV",2000,35519
"F-54053","RURAL",2010,27324
"F-54053","RURAL",2000,25957
"F-54055","RURAL",2000,62980
"F-54055","RURAL",2010,62264
"F-54057","CUMBERLAND, MD",2000,27078
"F-54057","CUMBERLAND, MD",2010,28212
"F-54059","RURAL",2000,28253
"F-54059","RURAL",2010,26839
"F-54061","RURAL",2000,81866
"F-54061","RURAL",2010,96189
"F-54063","RURAL",2010,13502
"F-54063","RURAL",2000,14583
"F-54065","RURAL",2010,17541
"F-54065","RURAL",2000,14943
"F-54067","RURAL",2010,26233
"F-54067","RURAL",2000,26562
"F-54069","WHEELING, WV",2010,44443
"F-54069","WHEELING, WV",2000,47427
"F-54071","RURAL",2010,7695
"F-54071","RURAL",2000,8196
"F-54073","RURAL",2010,7605
"F-54073","RURAL",2000,7514
"F-54075","RURAL",2000,9131
"F-54075","RURAL",2010,8719
"F-54077","RURAL",2000,29334
"F-54077","RURAL",2010,33520
"F-54079","CHARLESTON, WV",2000,51589
"F-54079","CHARLESTON, WV",2010,55486
"F-54081","RURAL",2010,78859
"F-54081","RURAL",2000,79220
"F-54083","RURAL",2010,29405
"F-54083","RURAL",2000,28262
"F-54085","RURAL",2010,10449
"F-54085","RURAL",2000,10343
"F-54087","RURAL",2000,15446
"F-54087","RURAL",2010,14926
"F-54089","RURAL",2010,13927
"F-54089","RURAL",2000,12999
"F-54091","RURAL",2010,16895
"F-54091","RURAL",2000,16089
"F-54093","RURAL",2000,7321
"F-54093","RURAL",2010,7141
"F-54095","RURAL",2010,9208
"F-54095","RURAL",2000,9592
"F-54097","RURAL",2010,24254
"F-54097","RURAL",2000,23404
"F-54099","HUNTINGTON, WV",2010,42481
"F-54099","HUNTINGTON, WV",2000,42903
"F-54101","RURAL",2010,9154
"F-54101","RURAL",2000,9719
"F-54103","RURAL",2000,17693
"F-54103","RURAL",2010,16583
"F-54105","RURAL",2010,5717
"F-54105","RURAL",2000,5873
"F-54107","PARKERSBURG, WV",2010,86956
"F-54107","PARKERSBURG, WV",2000,87986
"F-54109","RURAL",2010,23796
"F-54109","RURAL",2000,25708
"F-55001","RURAL",2000,18643
"F-55001","RURAL",2010,20875
"F-55003","RURAL",2010,16157
"F-55003","RURAL",2000,16866
"F-55005","RURAL",2010,45870
"F-55005","RURAL",2000,44963
"F-55007","RURAL",2010,15014
"F-55007","RURAL",2000,15013
"F-55009","GREEN BAY, WI",2010,248007
"F-55009","GREEN BAY, WI",2000,226778
"F-55011","RURAL",2010,13587
"F-55011","RURAL",2000,13804
"F-55013","RURAL",2000,15674
"F-55013","RURAL",2010,15457
"F-55015","APPLETON, WI",2010,48971
"F-55015","APPLETON, WI",2000,40631
"F-55017","EAU CLAIRE, WI",2010,62415
"F-55017","EAU CLAIRE, WI",2000,55195
"F-55019","RURAL",2010,34690
"F-55019","RURAL",2000,33557
"F-55021","RURAL",2000,52468
"F-55021","RURAL",2010,56833
"F-55023","RURAL",2010,16644
"F-55023","RURAL",2000,17243
"F-55025","MADISON, WI",2010,488073
"F-55025","MADISON, WI",2000,426526
"F-55027","RURAL",2000,85897
"F-55027","RURAL",2010,88759
"F-55029","RURAL",2000,27961
"F-55029","RURAL",2010,27785
"F-55031","DULUTH, MN",2010,44159
"F-55031","DULUTH, MN",2000,43287
"F-55033","RURAL",2010,43857
"F-55033","RURAL",2000,39858
"F-55035","EAU CLAIRE, WI",2010,98736
"F-55035","EAU CLAIRE, WI",2000,93142
"F-55037","RURAL",2010,4423
"F-55037","RURAL",2000,5088
"F-55039","RURAL",2010,101633
"F-55039","RURAL",2000,97296
"F-55041","RURAL",2010,9304
"F-55041","RURAL",2000,10024
"F-55043","RURAL",2000,49597
"F-55043","RURAL",2010,51208
"F-55045","RURAL",2010,36842
"F-55045","RURAL",2000,33647
"F-55047","RURAL",2010,19051
"F-55047","RURAL",2000,19105
"F-55049","RURAL",2010,23687
"F-55049","RURAL",2000,22780
"F-55051","RURAL",2010,5916
"F-55051","RURAL",2000,6861
"F-55053","RURAL",2010,20449
"F-55053","RURAL",2000,19100
"F-55055","RURAL",2000,74021
"F-55055","RURAL",2010,83686
"F-55057","RURAL",2000,24316
"F-55057","RURAL",2010,26664
"F-55059","CHICAGO, IL",2000,149577
"F-55059","CHICAGO, IL",2010,166426
"F-55061","RURAL",2010,20574
"F-55061","RURAL",2000,20187
"F-55063","LA CROSSE, WI",2010,114638
"F-55063","LA CROSSE, WI",2000,107120
"F-55065","RURAL",2010,16836
"F-55065","RURAL",2000,16137
"F-55067","RURAL",2010,19977
"F-55067","RURAL",2000,20740
"F-55069","RURAL",2000,29641
"F-55069","RURAL",2010,28743
"F-55071","RURAL",2010,81442
"F-55071","RURAL",2000,82887
"F-55073","WAUSAU, WI",2010,134063
"F-55073","WAUSAU, WI",2000,125834
"F-55075","RURAL",2010,41749
"F-55075","RURAL",2000,43384
"F-55077","RURAL",2010,15404
"F-55077","RURAL",2000,15832
"F-55078","RURAL",2010,4232
"F-55078","RURAL",2000,4562
"F-55079","MILWAUKEE, WI",2010,947735
"F-55079","MILWAUKEE, WI",2000,940164
"F-55081","RURAL",2000,40899
"F-55081","RURAL",2010,44673
"F-55083","RURAL",2010,37660
"F-55083","RURAL",2000,35634
"F-55085","RURAL",2000,36776
"F-55085","RURAL",2010,35998
"F-55087","APPLETON, WI",2000,160971
"F-55087","APPLETON, WI",2010,176695
"F-55089","MILWAUKEE, WI",2010,86395
"F-55089","MILWAUKEE, WI",2000,82317
"F-55091","RURAL",2010,7469
"F-55091","RURAL",2000,7213
"F-55093","MINNEAPOLIS, MN",2010,41019
"F-55093","MINNEAPOLIS, MN",2000,36804
"F-55095","RURAL",2000,41319
"F-55095","RURAL",2010,44205
"F-55097","RURAL",2010,70019
"F-55097","RURAL",2000,67182
"F-55099","RURAL",2010,14159
"F-55099","RURAL",2000,15822
"F-55101","MILWAUKEE, WI",2010,195408
"F-55101","MILWAUKEE, WI",2000,188831
"F-55103","RURAL",2000,17924
"F-55103","RURAL",2010,18021
"F-55105","JANESVILLE, WI",2010,160331
"F-55105","JANESVILLE, WI",2000,152307
"F-55107","RURAL",2010,14755
"F-55107","RURAL",2000,15347
"F-55109","MINNEAPOLIS, MN",2010,84345
"F-55109","MINNEAPOLIS, MN",2000,63155
"F-55111","RURAL",2000,55225
"F-55111","RURAL",2010,61976
"F-55113","RURAL",2000,16196
"F-55113","RURAL",2010,16557
"F-55115","RURAL",2000,40664
"F-55115","RURAL",2010,41949
"F-55117","SHEBOYGAN, WI",2010,115507
"F-55117","SHEBOYGAN, WI",2000,112646
"F-55119","RURAL",2010,20689
"F-55119","RURAL",2000,19680
"F-55121","RURAL",2010,28816
"F-55121","RURAL",2000,27010
"F-55123","RURAL",2010,29773
"F-55123","RURAL",2000,28056
